area,perimetro,eixo_maior,eixo_menor,excentricidade,eqdiasq,solidez,area_convexa,extensao,proporcao,redondidade,compactidade,fator_forma_1,fator_forma_2,fator_forma_3,fator_forma_4,RR_media,RG_media,RB_media,RR_dev,RG_dev,RB_dev,RR_inclinacao,RG_inclinacao,RB_inclinacao,RR_curtose,RG_curtose,RB_curtose,RR_entropia,RG_entropia,RB_entropia,RR_all,RG_all,RB_all,classe
146923,1.447.576,5.344.625,3.518.184,7.528,4.325.138,9.827,149508,7.877,1.5191,8.811,8.092,36,24,6.549,9.949,1.062.999,1.006.399,105.415,274.353,236.344,274.004,-482,2.283,242,2.8056,2.8178,2.2416,-16844092416,-14728862720,-16565671936,531.483,503.207,52.706,DOKOL
103302,1.190.031,4.408.981,2.990.482,7.348,3.626.682,9.917,104165,7.662,1.4743,9.166,8.226,43,29,6.766,9.976,1.252.727,1.207.123,1.102.522,381.853,35.425,354.503,-363,2.193,5.226,2.2797,2.3516,2.6996,-17561995264,-16063511552,-13429844992,626.374,603.576,551.273,DOKOL
146017,1.420.212,5.303.442,3.509.143,7.498,4.311.782,9.947,146796,7.812,1.5113,9.097,813,36,24,661,999,868.348,848.184,922.493,256.164,245.587,255.173,-2.748,6.788,2.708,2.5891,3.5236,3.0671,-10963424256,-10383427584,-12390780928,434.114,424.066,461.221,DOKOL
137515,1.405.913,4.992.482,351.661,7.098,418.437,9.814,140115,757,1.4197,8.743,8.381,36,26,7.025,9.973,1.180.307,1.164.183,1.164.908,326.033,290.659,323.829,-2.312,178,-713,2.5851,2.3997,2.2439,-20101292032,-19183765504,-19555231744,590.189,582.141,582.492,DOKOL
114987,1.249.179,4.557.418,3.218.139,7.081,3.826.304,9.915,115968,7.675,1.4162,926,8.396,4,28,7.049,9.982,1.073.572,979.051,1.024.415,273.645,208.958,221.535,-9.381,-2.003,992,3.1671,5.2429,3.7437,-13440612352,-10712332288,-11863322624,536.758,489.533,512.198,DOKOL
134094,1.444.811,5.418.755,3.586.036,7.497,4.131.994,9.223,145397,7.292,1.5111,8.072,7.625,4,27,5.815,8.786,1.596.494,1.633.493,1.373.333,330.396,241.597,263.978,-17.242,-18.344,-7.703,5.8826,7.479,3.3739,-36557438976,-37481897984,-26087032832,798.289,816.792,686.722,DOKOL
166665,1.540.965,5.835.817,3.645.487,7.809,4.606.566,9.902,168309,7.839,1.6008,882,7.894,35,22,6.231,9.975,1.317.993,1.335.096,1.231.233,376.682,355.831,274.687,-1.947,-323,2.783,2.1123,1.8904,2.4854,-31265529856,-31771285504,-25911873536,65.903,667.591,615.661,DOKOL
112034,12.498.781,4.605.971,3.105.606,7.385,3.776.852,9.903,113126,7.699,1.4831,9.012,0.82,41,28,6.724,9.972,1.120.662,1.067.013,107.017,294.154,218.392,230.192,-5.463,-164,-56,2.626,3.3154,3.2403,-14472572928,-12571635712,-12722688000,560.249,533.474,53.504,DOKOL
156087,1.497.073,5.602.502,3.569.697,7.707,4.457.983,9.894,157758,7.376,1.5695,8.752,7.957,36,23,6.332,9.937,1.401.319,1.398.937,1.213.883,310.559,236.013,241.142,-11.076,-6.134,-5.087,3.8029,2.6801,2.5482,-32207605760,-31298217984,-23210608640,700.655,699.469,606.948,DOKOL
102162,11.912.061,4.293.986,3.035.874,7.072,3.606.615,9.877,103431,0.73,1.4144,9.047,8.399,42,3,7.055,9.978,115.489,1.086.169,1.085.555,335.112,268.291,311.429,-5.815,-611,-131,2.6304,2.5456,2.2119,-14358069248,-12207517696,-12508828672,577.605,543.177,542.919,DOKOL
151963,1.477.179,5.514.623,352.008,7.698,4.398.696,9.918,153220,6.908,1.5666,8.751,7.976,36,23,6.362,9.967,1.455.526,1.480.503,127.905,281.266,182.415,226.733,-14.576,-12.269,-8.133,5.1776,5.2023,3.4537,-33599162368,-33943552000,-25104467968,727.737,740.258,639.547,DOKOL
148267,1.455.217,5.641.047,3.349.029,8.047,4.344.875,9.936,149229,7.871,1.6844,8.798,7.702,38,23,5.932,9.993,1.311.028,1.305.082,1.169.128,317.956,240.512,246.278,-7.973,-3.313,-1.311,2.8932,2.1577,2.2139,-26738601984,-25692524544,-20422023168,655.501,652.547,584.582,DOKOL
169030,1550.98,5.701.261,3.779.843,7.486,4.639.135,9.896,170811,7.589,1.5083,883,8.137,34,22,6.621,9.987,1.154.393,1.089.392,1.145.476,322.416,267.258,244.651,-2.126,2.409,-3.091,2.5468,2.8966,2.8927,-23575756800,-20315744256,-22285780992,577.269,544.736,572.819,DOKOL
102142,1.223.502,4.417.251,296.504,7.412,3.606.262,9.863,103559,7.847,1.4898,8.574,8.164,43,29,6.665,993,1.374.242,1.388.559,1.318.009,319.179,249.323,267.356,-10.933,-8.542,-5.385,3.7325,3.9749,3.0696,-20307597312,-20240594944,-18247018496,687.153,694.312,659.034,DOKOL
167497,1.580.825,6.062.756,3.530.795,8.129,4.618.049,9.827,170443,7.464,1.7171,8.423,7.617,36,21,5.802,9.963,1.302.023,1.273.372,1.009.668,324.467,267.424,259.022,-6.039,-1.185,2.506,2.7519,2.1186,2.4622,-29873858560,-27844012032,-17135848448,651.033,636.669,50.484,DOKOL
182795,16.469.449,6.294.767,3.749.311,8.033,4.824.332,9.895,184729,7.597,1.6789,8.469,7.664,34,21,5.874,9.862,103.142,942.675,1.025.959,250.149,210.093,231.096,-5.164,-177,-628,2.8838,3.9862,3.3547,-19421341696,-15742282752,-19013509120,515.781,471.419,513.071,DOKOL
165248,1.592.061,6.120.599,3.444.518,8.266,4.586.941,9.874,167352,7.768,1.7769,8.193,7.494,37,21,5.616,998,1.284.576,1.312.182,1.170.016,371.724,343.982,297.047,-4.371,-2.684,967,2.3264,2.203,2.5016,-29354602496,-30230966272,-23370696704,642.372,65.614,585.088,DOKOL
131994,1386.02,5.256.892,3.206.077,7.925,4.099.512,9.887,133507,7.832,1.6397,8.634,7.798,4,24,6.081,9.972,1.372.201,1.228.357,1.168.634,299.653,258.189,243.902,-9.543,-4.569,-2.824,3.4248,2.5286,2.7084,-25965365248,-20265728000,-18143352832,686.124,614.209,584.346,DOKOL
145774,1.451.353,5.507.023,3.379.216,7.896,4.308.192,9.918,146972,7.785,1.6297,8.696,7.823,38,23,612,9.974,145.733,1.405.726,1.215.095,296.956,227.672,279.595,-12.607,-6.872,-5.669,4.6352,3.1495,2.7713,-32485650432,-29460496384,-22084593664,728.577,702.813,607.504,DOKOL
142744,1.442.903,5.573.111,3.269.862,8.098,4.263.183,9.893,144288,7.639,1.7044,8.616,765,39,23,5.852,9.973,128.42,124.235,1.168.849,301.771,263.935,243.249,-5.898,-2.427,-2.809,2.8129,2.2971,2.6192,-24495747072,-22500065280,-19623020544,642.114,621.176,58.441,DOKOL
125081,1.317.364,484.117,3.294.612,7.327,3.990.715,9.909,126226,7.868,1.4694,9.057,8.243,39,26,6.795,9.985,1.218.147,1.107.108,1.060.745,317.995,283.572,294.264,-683,-2.543,-395,2.8975,2.7532,2.5135,-19401383936,-15673366528,-14459362304,609.065,553.582,530.428,DOKOL
194301,1.671.417,6.158.516,4.033.667,7.557,4.973.849,987,196863,7.669,1.5268,874,8.076,32,21,6.523,9.959,1.067.222,954.996,1.032.612,307.012,260.391,249.828,-4.074,162,759,2.668,2.8191,3.1837,-22908229632,-17749594112,-20701300736,533.621,477.523,516.339,DOKOL
155595,1.507.019,567.617,349.976,7.873,4.450.952,9.909,157030,7.799,1.6219,8.609,7.841,36,22,6.149,9.973,1.482.013,1.489.814,1.275.139,32.073,246.897,235.272,-12.116,-11.152,-6.176,4.2002,4.1126,3.4344,-36210061312,-35781738496,-25616431104,740.971,744.895,637.563,DOKOL
162925,15.119.821,5.642.595,368.63,7.571,4.554.586,9.937,163952,7.956,1.5307,8.956,8.072,35,23,6.515,9.973,138.594,1.382.541,114.914,324.448,275.736,245.349,-13.972,-12.732,-6.074,4.4776,4.5211,3.4492,-33025585152,-32267192320,-21627172864,692.971,691.276,574.579,DOKOL
100471,1.186.373,4.378.452,2.926.243,7.439,3.576.642,9.891,101577,7.662,1.4963,897,8.169,44,29,6.673,9.984,132.33,125.221,1.186.024,301.531,21.354,244.045,-6.555,-1.665,2.505,3.0952,3.1183,2.5561,-18344544256,-15797143552,-14251051008,661.617,626.151,59.306,DOKOL
112914,1.257.132,4.718.904,3.051.801,7.627,3.791.656,9.897,114094,7.093,1.5463,8.978,8.035,42,27,6.456,9.983,1.113.843,1.085.332,1.036.353,267.518,212.803,237.532,-9.972,-3.868,-3.515,3.2475,3.3438,3.2577,-14192421888,-13097157632,-12033326080,556.976,542.674,518.205,DOKOL
98903,1.172.512,4.308.867,292.512,7.343,3.548.622,9.893,99970,7.751,1.4731,904,8.236,44,3,6.783,9.991,1.136.538,1.118.168,1.039.329,340.955,28.846,277.873,-4.491,-1.454,-11,2.5036,2.1761,2.4585,-13511262208,-12684662784,-10858406912,568.117,559.049,519.636,DOKOL
167858,1.528.949,5.819.219,3.681.325,7.745,4.623.023,9.924,169138,7.733,1.5807,9.023,7.944,35,22,6.311,9.977,1.404.962,1.423.019,1.213.455,29.766,214.184,228.903,-12.133,-3.808,-3.912,4.7969,2.7521,2.7824,-34654572544,-34695901184,-24823287808,702.496,711.544,606.769,DOKOL
147204,1.447.647,5.460.123,3.439.355,7.767,4.329.272,993,148249,7.057,1.5875,8.827,7.929,37,23,6.287,998,145.164,1.493.952,1.270.337,297.252,220.188,281.649,-13.996,-13.516,-9.884,4.7848,4.688,3.3308,-32536786944,-33815445504,-24476739584,725.807,746.999,635.188,DOKOL
110930,1.244.495,4.405.929,3.214.334,6.839,3.758.197,9.881,112271,7.556,1.3707,9.001,853,4,29,7.276,9.973,1.406.417,1.442.048,1.303.549,303.873,220.274,238.098,-9.977,-6.082,-1.263,3.5521,3.1271,2.3509,-23008167936,-23627732992,-19159949312,703.174,721.042,651.778,DOKOL
155520,1.496.624,5.677.551,3.495.084,7.881,4.449.879,987,157562,7.162,1.6244,8.725,7.838,37,22,6.143,9.979,1.077.497,1.017.451,1.061.632,275.655,222.895,244.456,-512,-913,-1.985,2.5916,3.2248,2.815,-18345455616,-15827006464,-17494286336,538.751,508.733,530.826,DOKOL
149646,1.468.194,5.703.056,3.358.156,8.083,4.365.034,9.912,150969,7.818,1.6983,8.724,7.654,38,22,5.858,9.949,1.414.013,1.449.038,1.259.421,35.062,268.986,284.307,-1,-688,-3.366,3.3721,2.971,2.4352,-31966009344,-32661825536,-24480458752,707.018,724.538,629.747,DOKOL
154497,1.491.624,5.793.937,3.401.177,8.096,4.435.219,9.934,155530,7.546,1.7035,8.726,7.655,38,22,586,9.982,1.384.197,1.398.263,1.124.425,346.755,289.496,267.472,-7.722,-4.922,-3.561,3.0111,2.3353,2.4409,-31546406912,-31502854144,-19815661568,692.089,699.133,562.231,DOKOL
162849,1.592.699,6.242.347,3.331.545,8.457,4.553.524,9.847,165383,745,1.8737,8.067,7.295,38,2,5.321,997,993.345,994.131,980.964,306.494,29.684,22.893,988,1.479,366,1.9809,2.0745,3.4237,-16642662400,-16554817536,-15414438912,496.674,497.081,490.491,DOKOL
192953,1.681.762,6.655.488,3.724.787,8.287,4.956.565,9.926,194383,7.623,1.7868,8.573,7.447,34,19,5.546,991,1.176.504,1.159.168,1.148.585,298.148,246.431,276.621,-3.425,5.291,293,3.1966,3.3343,2.8265,-27600273408,-26116403200,-25997262848,588.212,579.572,574.273,DOKOL
132721,1.397.782,5.222.059,3.247.898,7.831,4.110.786,9.877,134379,7.197,1.6078,8.536,7.872,39,24,6.197,9.963,1.287.902,1.126.047,1.091.306,272.722,222.289,218.368,-10.212,-4.644,-2.971,3.5358,3.3741,3.5904,-22627620864,-16710221824,-15614217216,643.993,563.087,54.57,DOKOL
144815,1.432.645,5.304.765,3.483.135,7.542,4.293.998,9.923,145945,7.378,1.523,8.866,8.095,37,24,6.552,9.979,1.540.656,153.903,1.411.264,307.624,236.363,25,-12.988,-7.564,-5.594,4.4744,2.9591,2.7645,-36393275392,-35600490496,-29711974400,770.256,769.543,705.632,DOKOL
142955,1.454.557,5.589.067,3.264.683,8.117,4.266.333,9.876,144755,7.504,1.712,8.491,7.633,39,23,5.827,9.975,1.407.593,1.427.711,1.277.278,342.505,278.082,246.304,-8.908,-5.913,-412,3.0693,2.5545,2.8724,-30155466752,-30331496448,-23721494528,703.759,713.824,638.628,DOKOL
125374,13.202.679,4.929.375,3.242.897,7.531,3.995.387,9.935,126194,7.258,1.5201,9.038,8.105,39,26,657,9.986,1.295.031,1.255.865,1.087.054,371.497,345.642,31.675,-5.059,-671,-164,2.5959,2.1386,2.1907,-22630578176,-21004429312,-15445172224,647.484,627.905,543.519,DOKOL
160709,1.508.494,5.612.164,3.661.832,7.578,4.523.506,9.892,162470,7.876,1.5326,8.875,806,35,23,6.497,9.957,1.483.164,1.502.576,1.304.827,319.677,233.397,244.435,-11.803,-742,-2.616,4.1403,3.1982,2.6433,-37447786496,-37505753088,-27876096000,74.162,75.134,652.471,DOKOL
204508,1.704.656,6.122.499,4.299.135,712,510.282,9.841,207810,775,1.4241,8.844,8.335,3,21,6.946,9.893,867.197,82.294,95.467,320.025,28.227,296.899,765,1.1135,6.239,3.5259,4.2019,3.4149,-16249767936,-14173490176,-19193047040,433.599,411.496,477.369,DOKOL
162728,1.511.626,5.684.935,3.658.966,7.653,4.551.832,9.932,163847,8.158,1.5537,8.949,8.007,35,22,6.411,9.961,1.456.967,1.472.663,1.210.193,359.217,302.364,293.607,-12.989,-8.785,-5.976,4.0863,3.1285,2.8413,-37080555520,-37146513408,-24608387072,728.502,736.361,605.138,DOKOL
102533,1.198.348,4.279.125,3.060.871,6.988,3.613.157,9.871,103878,7.234,1.398,8.972,8.444,42,3,713,9.967,1.331.886,1.289.128,1.216.643,301.732,198.848,237.238,-8.456,-151,731,3.3462,3.1934,2.4758,-18972741632,-17073910784,-15300801536,665.942,644.598,608.364,DOKOL
135777,14.368.719,5.540.663,3.170.632,8.201,4.157.844,9.818,138291,7.463,1.7475,8.264,7.504,41,23,5.631,9.841,1.444.103,1.476.186,1.338.505,382.381,295.822,29.532,-11.659,-11.672,-7.623,3.3571,3.8939,2.7341,-30679252992,-31076628480,-25321754624,722.044,73.811,669.246,DOKOL
152960,1.476.855,5.482.127,3.580.435,7.573,4.413.102,9.893,154608,7.532,1.5311,8.813,805,36,23,648,9.922,1.403.079,145.715,1.208.575,363.946,314.587,321.839,-7.738,-571,-2.494,2.8307,2.4455,2.203,-32349526016,-34305236992,-23407439872,701.557,728.618,60.433,DOKOL
159858,1.503.392,5.609.233,3.641.994,7.605,4.511.513,9.875,161889,8.037,1.5402,8.888,8.043,35,23,6.469,9.963,1.170.464,1.155.217,1.104.324,308.156,266.509,280.967,-5.792,-1.402,-2.611,2.9403,2.545,2.3726,-22739851264,-21678555136,-19899525120,585.187,577.586,552.128,DOKOL
186236,1.628.151,6.156.091,3.859.771,779,4.869.528,9.896,188192,6.839,1.5949,8.828,791,33,21,6.257,9.979,107.021,1.007.121,1.088.448,311.978,255.311,249.414,-312,1.155,1.071,2.4252,2.5213,2.5376,-22155165696,-18908143616,-22129031168,535.082,503.549,54.42,DOKOL
158157,1.510.033,5.910.096,3.409.958,8.168,4.487.446,9.947,158995,7.892,1.7332,8.716,7.593,37,22,5.765,9.992,126.866,1.211.181,1.162.913,332.748,268.473,249.182,-5.511,-3.076,-587,2.6119,2.8771,3.2298,-26854944768,-23685324800,-21562945536,634.329,605.601,581.464,DOKOL
145733,1.461.642,5.700.002,3.265.131,8.197,4.307.587,9.898,147231,794,1.7457,8.572,7.557,39,22,5.711,997,115.449,1.128.717,1.093.377,301.541,281.161,250.016,-69,2.952,132,2.5233,2.2842,2.5747,-20099866624,-18987509760,-17485762560,577.199,56.434,546.661,DOKOL
151209,1.482.381,5.440.471,3.567.963,7.549,438.777,9.842,153636,7.315,1.5248,8.647,8.065,36,24,6.505,9.918,832.987,750.434,863.073,294.053,273.335,288.205,4.474,1.0156,649,2.8051,4.316,3.6684,-10835238912,-8688261120,-11549764608,41.65,375.235,431.511,DOKOL
95906,11.259.041,4.001.798,3.054.454,6.461,3.494.443,994,96484,7.773,1.3102,9.507,8.732,42,32,7.625,999,1.275.491,1.313.761,1.151.617,305.834,242.483,229.927,-7.858,-4.209,-717,2.9831,2.7621,2.7936,-16254498816,-16864809984,-12705938432,63.775,656.909,57.583,DOKOL
170267,1.617.582,6.140.543,3.540.693,817,4.656.078,983,173207,7.196,1.7343,8.177,7.583,36,21,5.749,9.971,1.070.208,1.001.189,1.103.781,348.653,307.398,306.285,-775,768,-2.409,2.001,2.1731,2.649,-20769906688,-17685381120,-21484394496,535.126,500.612,551.913,DOKOL
166212,1.553.136,5.715.416,3.734.686,757,4.600.301,9.845,168829,6.771,1.5304,8.659,8.049,34,22,6.479,9.914,1.329.693,1.335.494,1.254.424,360.779,288.753,253.151,-5.856,-3.748,-2.424,2.5509,2.5038,2.6465,-31475689472,-30780651520,-26618515456,664.821,667.748,627.214,DOKOL
143168,1438.64,5.222.192,3.509.828,7.405,426.951,9.856,145262,7.836,1.4879,8.693,8.176,36,25,6.684,9.945,1.523.455,1.500.145,125.333,34.03,288.981,306.818,-12.669,-9.577,-3.983,4.0834,3.5771,2.3895,-35526877184,-33827332096,-23423404032,761.693,750.057,626.653,DOKOL
199707,1.711.678,6.638.049,3.842.429,8.154,5.042.567,9.924,201232,7.172,1.7276,8.566,7.596,33,19,5.771,9.969,1.391.584,142.896,1.350.905,359.152,331.582,30.818,-7.091,-7.655,-7.426,2.4812,2.6765,2.7931,-41450606592,-43275087872,-38162923520,695.798,714.512,675.481,DOKOL
162404,1.544.915,6.089.265,3.402.279,8.293,4.547.298,9.935,163459,7.684,1.7898,8.551,7.468,37,21,5.577,9.981,1.221.667,1.131.837,1.095.339,409.354,368.258,325.798,-6.827,-6.001,-5.187,2.3852,2.371,2.3435,-26668843008,-22380625920,-20412338176,610.872,565.926,547.705,DOKOL
174168,1.574.934,5.876.588,3.786.228,7.648,4.709.114,991,175750,7.985,1.5521,8.824,8.013,34,22,6.421,9.967,1.136.092,1.084.231,1.145.306,380.915,339.242,342.779,-4.445,-3.806,-111,2.2814,2.5423,2.4968,-24390127616,-21642842112,-24203325440,568.031,542.096,572.677,DOKOL
143409,1.442.124,5.321.603,3.457.256,7.602,4.273.102,9.857,145496,7.043,1.5393,8.665,803,37,24,6.448,9.925,1.316.851,1.315.246,1.233.686,273.193,211.407,260.132,-10.524,-3.928,-2.718,4.2144,3.3318,2.7361,-25619701760,-25022607360,-22239576064,658.422,657.617,616.867,DOKOL
96664,1.145.434,4.193.492,2.936.552,7.139,3.508.225,9.938,97268,7.939,1.428,9.258,8.366,43,3,6.999,9.995,1.273.178,1.270.159,1.139.956,327.959,275.824,297.622,-8.973,-6.974,-3.969,2.8811,2.7877,2.3993,-16488028160,-16033016832,-12958060544,636.643,635.115,57.002,DOKOL
151173,14.331.801,4.931.908,3.908.281,6.099,4.387.248,9.886,152921,7.972,1.2619,9.249,8.896,33,26,7.913,9.986,1.029.134,999.012,1.077.734,34.668,299.455,303.418,-277,2.367,1.609,2.1517,2.4594,2.358,-17058483200,-15549703168,-18155364352,514.584,499.569,538.931,DOKOL
150399,1.482.847,5.709.537,3.368.778,8.074,4.376.002,9.878,152253,7.694,1.6948,8.595,7.664,38,22,5.874,9.956,1.422.562,1.430.105,1.206.156,344.488,294.381,275.631,-8.345,-5.661,-6.636,3.0465,2.466,2.6738,-32452358144,-32203806720,-22396153856,711.313,715.089,603.126,DOKOL
163973,1.515.802,5.428.138,3.866.868,7.018,4.569.211,9.848,166510,7.216,1.4038,8.968,8.418,33,24,7.086,9.947,1.104.333,961.057,1.013.019,263.694,227.434,240.944,-4.765,2.827,1.475,2.7664,3.3375,3.081,-20217860096,-14859089920,-16706228224,552.172,480.547,506.551,DOKOL
107981,1.239.067,4.473.554,3.082.379,7.247,3.707.906,9.899,109086,7.703,1.4513,8.838,8.289,41,29,687,9.971,1.345.973,1.276.462,1.197.145,393.168,33.514,340.395,-468,-4.318,-2.534,2.0904,2.1685,2.1099,-21296152576,-18590947328,-16373058560,672.932,638.242,598.603,DOKOL
180788,16.057.841,604.344,3.816.076,7.754,4.797.775,9.922,182203,785,1.5837,8.811,7.939,33,21,6.302,9.981,1.422.404,1.416.842,1.252.375,360.145,318.832,27.963,-8.693,-2.869,-5.789,3.1145,2.0808,2.4686,-39250636800,-38316040192,-29166972928,711.161,708.435,626.178,DOKOL
137914,14.756.281,570.014,311.584,8.374,4.190.436,9.835,140228,6.089,1.8294,7.959,7.351,41,23,5.404,9.887,1.435.222,1.461.507,1.332.268,400.318,310.159,294.333,-1.056,-12.398,-8.692,3.1988,4.0293,3.2276,-31021238272,-31060172800,-25458591744,717.611,730.755,666.119,DOKOL
148517,1.463.246,5.493.091,3.466.294,7.758,4.348.537,9.918,149749,6.992,1.5847,8.717,7.916,37,23,6.267,9.931,1.399.318,1.444.145,1.188.965,335.968,245.406,281.336,-8.158,-3.572,-956,3.1494,2.4435,2.1092,-30869807104,-31957917696,-21535674368,699.621,722.082,594.504,DOKOL
179732,1.645.203,6.478.385,3.544.339,8.371,4.783.742,9.898,181575,7.411,1.8278,8.344,7.384,36,2,5.453,9.966,936.029,87.136,954.295,247.571,225.976,219.017,181,8.094,6.843,2.6476,4.6123,4.4744,-15622845440,-13297488896,-15972971520,467.959,435.682,477.134,DOKOL
169147,1.569.068,587.965,3.675.672,7.805,464.074,9.923,170461,7.039,1.5996,8.634,7.893,35,22,623,9.965,1.169.435,1.130.817,1.073.184,272.325,232.467,243.618,-6.918,-1.221,-1.205,3.1199,2.985,3.2159,-23582701568,-21588574208,-19453181952,584.746,565.442,536.629,DOKOL
153048,1.523.577,6.071.192,3.219.273,8.478,4.414.372,9.922,154253,725,1.8859,8.285,7.271,4,21,5.287,997,1.226.003,1.161.673,1.208.722,282.341,233.603,232.925,-7.821,-5.612,-6.737,3.2017,3.9588,3.7213,-23645988864,-20677664768,-22478458880,613.006,580.856,604.387,DOKOL
154245,1.503.598,5.464.366,3.618.018,7.494,4.431.601,9.883,156070,742,1.5103,8.573,811,35,23,6.577,9.934,964.055,937.044,927.976,316.154,302.844,329.301,-573,3.228,3.657,2.4202,2.9624,3.1945,-14960579584,-14010061824,-14057613312,482.049,468.561,464.054,DOKOL
144207,1.455.647,5.613.004,3.281.891,8.113,4.284.974,9.906,145573,7.559,1.7103,8.552,7.634,39,23,5.828,9.967,1.334.077,1.286.071,1.170.294,330.429,262.763,262.053,-867,-422,-1.656,3.277,2.7337,2.4833,-27102058496,-24426137600,-20047519744,667.034,643.021,585.145,DOKOL
172379,16.474.351,6.213.907,3.542.521,8.216,4.684.867,9.804,175830,6.888,1.7541,7.981,7.539,36,21,5.684,9.971,1.024.928,902.735,1.058.421,294.885,257.219,253.809,-485,4.872,707,2.3748,3.822,3.4777,-18598156288,-14025698304,-19371372544,512.499,451.382,52.925,DOKOL
112819,1.255.413,4.767.512,3.017.341,7.742,3.790.061,9.933,113578,7.677,1.58,8.995,795,42,27,632,9.986,1.334.311,1.354.254,120.672,347.921,292.846,321.839,-3.021,545,4.712,2.5769,2.4183,2.2998,-21393035264,-21550960640,-17226102784,667.188,677.163,603.393,DOKOL
201551,17.241.591,6.730.964,3.824.955,8.228,5.065.794,9.917,203247,7.886,1.7598,852,7.526,33,19,5.664,9.968,1.410.568,1.397.514,1.310.454,291.274,247.309,217.775,-10.971,-4.826,-5.788,4.043,2.7163,3.3124,-41868271616,-40468987904,-34961629184,705.276,698.768,655.227,DOKOL
143957,1.452.262,5.231.368,3.523.305,7.392,4.281.259,9.844,146236,7.746,1.4848,8.577,8.184,36,24,6.697,9.944,1.546.815,1.504.548,1.258.076,349.626,291.245,30.816,-13.092,-8.756,-3.565,4.1478,3.4278,2.4134,-36987568128,-34249711616,-23752157184,773.446,752.287,629.057,DOKOL
156030,1.566.979,5.956.793,3.842.388,7.641,4.457.169,9.118,171132,6.319,1.5503,7.985,7.482,38,25,5.599,868,1.414.377,1.427.195,1.269.296,383.508,318.403,256.405,-6.426,-4.117,-3.529,2.5952,2.3904,2.6668,-33837977600,-33563627520,-25646532608,707.212,713.609,634.659,DOKOL
175894,1587.17,5.918.867,3.797.294,7.671,473.239,9.932,177106,7.506,1.5587,8.774,7.995,34,22,6.393,9.964,100.727,902.282,953.538,291.361,248.822,277.008,-2.323,4.332,3.049,2.7883,3.9974,3.2716,-18274963456,-14205623296,-16215183360,503.612,451.162,476.783,DOKOL
167208,1.579.176,6.041.566,353.461,811,4.614.064,9.907,168773,6.696,1.7093,8.426,7.637,36,21,5.833,997,140.124,1.277.612,1.239.796,332.891,219.735,256.632,-12.833,-7.079,-588,4.2584,3.787,2.7344,-34792914944,-27492392960,-26157553664,700.679,638.854,619.965,DOKOL
101772,1.190.234,4.378.928,2.965.733,7.357,3.599.724,9.921,102580,7.604,1.4765,9.028,8.221,43,29,6.758,9.978,1.313.954,1.333.802,1.191.755,372.765,299.762,308.305,-7.477,-573,-4.697,2.489,2.294,2.265,-18920585216,-18878216192,-15024681984,656.997,666.945,595.944,DOKOL
145435,1.468.962,5.296.494,3.516.841,7.477,430.318,9.834,147893,7.516,1.506,8.469,8.125,36,24,6.601,9.941,1.225.559,1.175.275,1.111.964,297.007,255.538,257.403,-5.277,919,2.684,3.5449,3.8267,3.3664,-22610163712,-20339697664,-18142521344,612.849,587.703,556.061,DOKOL
146017,1.440.998,5.367.607,3.469.765,763,4.311.782,9.883,147745,7.445,1.547,8.837,8.033,37,24,6.453,9.982,1.200.754,1.153.086,118.904,333.115,286.767,282.241,-2.223,274,2.238,2.5621,2.6921,2.9658,-22185627648,-19937153024,-21190301696,600.381,576.532,594.519,DOKOL
163469,1.513.738,5.362.514,3.911.683,684,4.562.184,9.853,165909,7.838,1.3709,8.965,8.508,33,24,7.238,9.922,1.130.191,1.020.469,1.022.376,27.052,23.963,234.273,-2.639,433,306,2.831,3.344,3.5861,-21224015872,-16901419008,-16914098176,565.079,510.232,51.118,DOKOL
159802,1.530.787,5.647.152,3.620.923,7.674,4.510.723,992,161095,6.801,1.5596,857,7.988,35,23,638,995,1.473.548,1.481.867,1.229.946,360.944,28.684,258.574,-8.871,-5.527,-3.546,3.0208,2.3733,2.4878,-37314162688,-36777943040,-24607793152,736.747,740.935,614.998,DOKOL
109175,1.236.871,4.383.364,3.176.122,6.892,372.835,991,110166,729,1.3801,8.968,8.506,4,29,7.235,9.985,1.410.727,1.384.075,1.262.758,348.828,244.166,282.893,-9.273,-4.417,-4.465,3.1331,2.5458,2.5022,-23194517504,-21455044608,-17945880576,705.398,692.101,63.145,DOKOL
175680,1.575.722,5.956.695,3.763.405,7.751,4.729.511,9.924,177017,8.067,1.5828,8.891,794,34,21,6.304,9.978,1.415.457,1.390.851,1.208.597,330.225,269.466,221.577,-7.772,-2.389,-346,3.1069,2.2446,2.7943,-37306486784,-35179409408,-25691805696,707.764,695.455,604.341,DOKOL
132384,13.518.929,480.408,3.523.761,6.797,4.105.564,991,133593,7.465,1.3633,9.103,8.546,36,27,7.303,9.957,1.273.763,1.240.964,1.130.031,346.467,265.664,290.945,-974,-4.174,-2.715,3.3897,2.5421,2.4274,-22802462720,-20830996480,-17370918912,636.872,620.522,565.056,DOKOL
132872,1.375.502,5.255.175,3.227.784,7.891,4.113.124,9.906,134127,6.819,1.6281,8.825,7.827,4,24,6.126,9.974,1.303.589,1.317.452,110.737,37.47,326.432,34.454,-5.377,-2.393,-1.995,2.3749,1.8173,1.7672,-24343719936,-24311257088,-17286033408,651.842,658.714,553.698,DOKOL
